sqft,bedrooms,bathrooms,lot_size,age_years,garage_spaces,neighborhood_quality,distance_to_downtown_mi,has_pool,overall_condition,sale_price
2664,3,2.5,5019,6,1,5,16.8,0,3,388700
1928,3,2.0,11199,3,0,4,1.6,0,3,358800
2261,1,1.0,16206,1,2,2,12.8,1,1,312800
1742,2,1.5,3794,7,2,1,4.9,1,3,243100
2736,4,3.0,1588,3,2,3,3.2,0,3,381200
1360,1,1.5,8500,4,1,2,1.4,0,2,214900
2971,3,2.0,9063,29,2,4,1.5,1,5,432600
1774,3,1.5,9875,0,1,4,8.7,0,2,280100
870,2,1.5,7215,16,1,1,6.4,1,4,139400
1883,6,4.5,8197,10,2,4,1.0,0,1,317800
1357,3,3.0,10470,14,2,2,1.0,0,4,257500
2346,3,2.5,13162,17,1,3,0.6,0,1,342100
1376,3,2.0,1500,8,1,4,10.9,0,4,220400
1510,3,3.5,7524,7,1,3,10.0,0,3,260700
572,1,1.0,9855,26,2,3,0.5,0,4,184600
1506,4,3.5,5328,41,2,1,6.6,0,3,225800
500,6,4.5,15925,4,2,3,0.7,1,2,211200
770,3,2.5,6458,2,2,4,18.7,0,4,201600
2294,4,3.5,8835,46,2,5,19.0,0,2,347700
2311,4,3.5,11224,9,1,3,9.6,0,5,356600
2077,4,3.5,6635,16,3,3,20.8,0,2,308900
1171,3,2.5,1614,9,2,4,13.3,0,3,274600
1769,3,2.0,7285,3,1,5,14.1,0,4,306600
1798,3,2.0,13118,18,1,2,6.7,0,3,268100
1047,4,3.0,7652,15,1,3,2.9,0,3,225700
2777,4,3.5,5614,5,1,4,2.0,0,4,409600
2370,2,1.5,12703,12,2,3,3.2,0,4,378400
1656,3,3.0,7677,32,2,2,7.9,0,5,232800
1817,5,4.5,6959,18,2,3,1.5,1,3,320800
1935,4,2.5,9598,2,2,2,2.4,1,3,331100
500,6,4.0,12083,16,2,3,5.0,1,3,207000
1639,4,3.0,18527,24,2,3,2.1,1,3,303800
1357,3,2.5,12309,31,0,4,7.1,0,4,277500
1149,4,2.5,13639,20,1,3,20.5,0,3,237900
1617,4,3.5,6976,3,2,2,11.0,0,3,268500
2968,2,1.5,4897,25,0,2,8.8,0,3,338600
2217,3,2.5,9249,23,0,4,7.0,1,4,367800
1429,4,2.5,9429,0,2,2,5.4,1,5,276000
2172,2,1.0,4686,11,2,3,1.7,0,4,337900
2710,4,3.0,8299,8,1,2,18.0,0,3,378700
2401,4,2.0,10597,22,2,4,2.3,0,4,339000
1839,6,5.0,10442,5,2,3,0.8,0,3,341400
1379,1,1.0,11017,18,1,3,11.1,0,2,187900
2254,3,4.0,10164,49,0,3,1.5,0,2,372100
2056,4,4.0,6972,32,3,4,3.7,1,1,336800
2382,3,2.0,6944,51,1,3,0.5,0,3,351500
2213,4,3.0,4204,77,1,4,1.2,1,4,364000
2482,4,3.5,16139,0,2,4,1.5,0,3,397600
1452,2,2.5,9054,19,2,5,0.5,0,3,282300
2656,3,1.5,8101,11,1,3,8.6,0,5,407900
1928,3,1.5,5285,39,1,5,14.5,1,4,347700
3149,3,2.0,20743,6,1,1,3.7,0,4,449500
1352,5,4.0,4707,79,3,3,16.6,1,3,260700
2928,4,3.0,7285,19,1,4,1.9,0,2,418900
1929,4,3.5,10663,32,2,2,3.1,0,1,279200
1377,4,2.5,11401,2,3,2,1.3,0,2,247200
1485,3,1.0,12832,4,1,3,7.8,0,3,240400
1592,5,4.0,16230,28,3,3,4.4,0,3,311800
2076,4,2.5,11025,0,3,3,7.6,0,2,315200
2140,4,2.0,4776,34,2,4,11.5,0,2,327100
1427,5,4.0,7972,0,1,4,6.3,0,2,287400
1784,3,2.5,10231,21,2,4,7.9,1,3,326800
3192,4,3.0,17273,9,2,2,21.9,0,3,444600
2923,2,1.5,3409,19,3,5,2.8,1,3,436500
2084,3,2.0,13810,24,1,2,3.6,0,3,318100
1825,3,2.0,9720,8,2,2,10.1,0,3,311900
1878,6,4.0,12351,2,1,1,7.6,0,2,306700
2199,5,3.5,8592,1,1,3,1.6,0,3,372800
1135,4,3.5,5630,18,2,2,3.8,0,4,223500
1633,4,3.0,12003,15,2,2,5.0,0,5,297200
715,4,3.0,11618,27,2,3,4.3,0,3,179300
2059,5,3.5,12888,14,2,2,1.6,0,5,356200
2221,3,2.0,8947,11,3,3,20.7,0,3,325900
1486,3,1.0,6601,10,2,4,11.5,0,1,247200
2823,2,1.5,2765,1,2,4,5.3,0,5,430900
1003,4,3.5,12277,8,2,2,9.1,1,2,197500
848,4,2.5,10696,75,2,2,18.2,0,4,210200
1946,3,2.0,5137,41,2,5,1.2,0,3,351400
2481,1,1.0,6846,8,3,1,2.3,0,3,312700
2895,4,3.5,7133,18,2,4,6.3,0,3,420200
1502,1,1.0,3068,38,2,2,12.8,0,3,215300
2501,4,2.5,5729,12,0,5,0.5,0,3,420000
1775,6,3.5,4465,0,1,3,33.1,1,3,285300
1688,3,2.5,7350,2,2,3,4.9,0,3,290000
2374,3,3.5,6045,14,0,4,3.6,0,5,378700
2224,4,3.0,2492,70,1,3,2.8,0,4,362900
775,4,3.0,17090,24,2,3,1.5,0,3,215900
2760,3,2.5,14010,1,0,3,12.5,0,2,371900
2697,6,4.5,5884,4,1,4,24.9,0,4,429100
1393,2,1.0,10090,30,2,1,4.3,0,2,200800
2057,3,2.5,10670,37,2,1,24.4,0,3,279900
2121,4,3.0,13764,19,3,3,13.9,0,3,320000
1969,5,4.0,5726,21,2,2,5.2,0,4,309600
1442,2,1.0,13368,1,2,4,9.0,0,2,292600
1363,4,3.5,6808,35,3,2,4.6,0,2,223500
1783,4,3.5,3657,31,2,3,6.5,0,3,287000
2562,3,2.0,11897,6,1,2,0.5,0,3,360300
2153,2,2.0,14163,25,1,3,9.5,0,3,300100
1559,5,3.5,19352,5,2,2,0.5,0,3,290300
2302,2,1.0,4201,1,2,1,13.6,0,3,282500
500,3,2.0,11796,4,2,1,13.9,0,2,123600
2547,3,1.5,7361,4,2,5,2.2,0,2,415400
669,5,4.0,12133,8,2,2,3.1,0,4,235600
1564,4,2.0,3118,11,3,4,5.3,0,4,282700
1072,4,2.5,3949,14,2,1,7.3,0,3,186000
958,3,1.0,5897,13,1,2,2.7,0,2,184600
2555,4,3.0,9316,6,2,3,7.2,0,2,394600
1496,4,3.0,6436,1,1,3,2.8,0,3,285300
2025,4,3.0,11636,19,2,5,0.5,0,4,384200
1770,5,3.0,13108,10,3,5,0.5,0,3,373100
2110,1,1.0,11398,7,2,4,0.9,0,4,358700
1850,4,3.0,15475,40,2,3,12.6,0,4,297900
966,2,1.0,10663,27,2,3,26.0,0,5,199500
2448,3,2.5,4132,39,2,3,4.5,1,2,373600
1479,3,2.0,14454,14,2,5,5.8,0,2,295100
788,3,2.5,6579,3,2,3,1.3,0,2,197700
1522,3,3.0,12642,24,2,3,6.4,0,4,279800
2775,4,3.5,15295,5,2,2,1.3,0,4,367900
2353,3,2.0,10827,12,1,1,7.6,0,3,305600
1573,4,3.0,3015,1,2,5,21.7,1,2,300900
1573,3,2.0,5327,35,2,3,1.7,1,3,267000
1591,2,1.5,14291,3,2,3,11.6,0,3,250900
3150,4,3.0,8324,47,2,2,0.5,0,3,396000
2048,3,2.0,9318,40,2,4,3.8,0,3,345200
2080,3,2.5,12035,12,2,1,0.9,0,2,324400
2470,4,2.5,11785,27,2,4,3.5,0,4,419900
1955,3,1.5,10115,19,2,2,1.5,0,3,267700
1632,2,1.0,8165,32,1,4,3.7,0,3,290400
1672,3,1.5,7749,11,3,4,4.3,0,2,280400
1753,5,3.0,12432,31,1,2,2.9,0,4,283600
1776,4,3.0,11214,12,0,3,8.6,1,3,294700
2273,4,2.5,7971,57,2,3,20.1,0,5,349300
1834,4,3.5,13328,13,1,2,4.1,1,3,325100
2276,2,1.5,8484,12,2,4,1.7,0,5,369000
1748,3,1.5,5593,31,2,3,2.5,0,4,285600
1851,4,3.5,5964,34,2,3,15.4,0,3,297500
501,2,2.0,5085,16,3,2,6.8,0,5,171500
2396,3,2.0,7910,4,1,3,4.9,0,3,367500
2025,3,2.5,13935,13,2,4,1.3,1,3,338300
2449,3,2.0,5780,69,1,3,4.8,1,1,330600
500,6,4.5,9754,28,2,5,2.6,0,3,215800
3157,2,1.0,6373,33,2,5,22.9,0,4,425200
1709,3,1.5,7959,1,2,2,17.2,0,4,257000
2520,2,1.5,2960,13,2,2,0.7,0,2,321100
1124,6,4.5,8118,21,2,4,5.8,0,3,256800
2198,2,1.5,8225,35,2,3,2.0,0,2,285300
1115,3,1.5,11161,1,3,1,4.2,0,4,175800
1395,4,3.0,9893,38,0,2,16.8,0,2,207200
3044,4,3.0,4206,16,2,3,6.0,0,5,421900
1676,3,2.0,13337,4,2,4,3.3,0,3,300900
1941,3,2.5,9841,8,2,2,1.9,0,3,323000
2366,3,2.0,9794,7,0,2,12.9,1,4,318000
2122,3,3.0,8963,15,2,5,7.8,0,3,387700
1898,3,1.5,6929,1,1,4,5.0,1,1,336500
2037,3,2.5,9871,3,1,3,2.0,0,3,287500
3362,3,3.0,10902,34,2,4,3.3,1,2,471300
1763,3,2.5,2012,3,2,3,25.7,0,5,270200
1931,4,3.0,6845,5,3,4,5.9,0,3,285700
2483,6,4.0,7980,12,2,3,4.1,1,3,369700
2519,4,3.5,10025,15,2,2,5.9,0,3,371600
2572,2,1.0,13773,29,0,4,12.1,0,2,386900
2215,2,1.0,5913,12,2,3,3.3,1,4,356700
1057,6,4.5,7008,31,1,5,1.6,0,5,302000
2862,3,3.0,6950,19,3,3,7.0,1,4,418800
1055,2,1.5,5794,2,1,5,8.8,0,3,270000
1997,4,2.5,7611,3,1,5,10.0,1,3,396300
1310,4,3.0,12083,11,2,2,17.1,0,1,202800
1758,4,2.5,4785,10,1,4,3.7,0,4,277700
2014,3,2.0,10711,27,1,3,0.6,0,3,275400
2009,1,1.0,2192,17,2,5,25.4,1,3,332400
2074,6,4.0,6755,10,0,3,4.6,0,5,348900
2849,3,3.0,7682,4,0,4,7.8,0,2,398200
2095,4,3.5,15699,5,2,3,8.8,0,1,295400
1641,4,3.5,7901,17,2,2,6.3,0,2,246800
2427,4,3.0,1500,11,2,2,1.8,0,3,331400
2573,3,2.0,1500,14,2,3,11.3,1,1,343600
1002,3,1.5,9136,4,2,4,13.0,0,3,219600
2188,4,2.5,11455,22,2,3,6.4,0,3,319600
2256,5,4.0,10502,38,3,4,5.4,0,2,355000
1607,5,4.5,9670,6,0,2,1.0,0,4,309600
2694,2,1.0,13649,14,2,3,0.7,0,3,385800
1702,2,1.5,6842,74,2,1,3.3,0,4,250900
1882,5,3.5,12580,8,2,4,3.0,0,3,331900
1688,4,2.5,2472,18,1,5,24.6,0,3,231100
1810,5,4.0,5380,2,1,3,12.2,0,5,307700
1087,3,2.0,1772,19,2,1,8.6,0,1,137300
864,4,3.0,7901,2,0,2,5.8,0,3,193700
2836,4,3.0,8815,64,2,4,1.5,0,4,484800
1249,4,2.5,9456,25,2,3,30.7,0,3,228200
1156,3,2.0,9248,31,2,4,3.8,0,3,297200
500,1,1.0,5290,24,1,2,0.9,0,3,137200
1385,4,3.0,8239,18,2,4,5.4,1,4,289000
940,3,2.0,3010,12,2,4,16.6,0,4,220900
2867,3,2.5,14453,39,2,3,17.5,0,1,401200
2456,6,5.0,7785,63,0,3,0.5,0,2,395800
1353,3,2.5,7044,14,0,2,17.4,0,3,196200
3264,4,3.5,15356,54,2,3,2.5,0,3,457900
2438,2,1.0,4031,18,1,4,0.5,0,3,325600
1589,4,3.0,4498,15,2,3,15.1,0,3,278200
500,6,4.0,4615,12,3,4,16.0,0,2,217500
3289,2,1.0,8729,5,2,3,7.3,0,2,416100
897,1,1.0,10727,0,2,2,6.8,0,5,186800
730,3,3.0,11959,6,0,3,13.4,0,2,182300
2465,2,2.0,19288,14,1,3,12.3,0,3,363800
3386,4,3.0,1500,10,0,3,17.7,0,3,417600
2700,5,3.0,11435,12,1,2,6.4,0,5,394900
2167,3,2.0,6771,79,3,3,27.4,0,4,300700
2187,3,2.5,6654,9,0,1,40.0,0,4,268500
2355,3,2.5,6521,12,2,1,1.0,0,2,318400
2293,4,2.0,5365,3,2,3,15.2,0,4,321300
1983,1,1.0,15738,1,3,3,5.5,0,3,299400
1868,4,3.0,12369,30,1,5,3.9,0,3,339600
1759,4,3.5,9093,17,1,3,7.6,0,3,307000
1310,4,2.0,14404,29,0,4,0.5,1,4,293400
1618,3,2.0,2950,3,2,3,5.6,0,4,265800
700,4,3.0,3677,17,1,4,16.4,1,4,213400
1736,2,2.0,1500,6,2,2,1.9,0,5,269900
1157,2,2.0,6202,5,2,5,4.4,0,3,278500
1083,5,4.0,9647,0,2,3,22.4,0,3,237800
1917,4,2.5,9411,3,2,4,4.5,0,1,311700
2705,1,1.0,9597,7,0,3,3.5,0,4,371800
2397,3,2.0,3356,2,2,2,4.6,0,2,341500
779,3,3.0,12213,85,3,4,5.9,0,4,221500
1157,3,3.0,9959,7,2,1,8.0,0,3,210100
2412,3,2.5,11932,3,2,3,12.9,0,3,353000
1161,2,1.5,1500,4,2,2,4.8,1,1,199200
1654,3,2.5,10246,18,1,3,13.6,1,3,268000
2158,4,2.5,4249,1,1,5,6.1,0,4,371300
1171,4,3.0,7411,40,0,3,3.3,1,1,240600
1868,4,4.0,11137,65,1,4,8.6,1,3,315900
933,2,1.0,9364,6,1,3,10.1,0,1,150400
1409,6,5.0,5594,12,2,3,6.5,0,3,257200
2008,4,3.0,9025,0,2,5,0.5,0,2,340300
765,4,3.5,2874,20,2,4,1.5,0,3,228700
2086,4,2.5,13601,11,2,4,2.7,0,4,341800
1787,5,4.0,8179,6,3,2,2.7,0,3,299500
2159,3,2.0,13474,5,0,3,9.0,0,3,334100
1946,3,1.5,6894,21,0,2,0.5,0,3,282400
2687,4,3.0,6906,11,2,3,11.3,0,2,361900
1881,4,3.5,5943,4,1,3,2.5,0,3,313700
1521,4,2.5,12505,23,1,4,3.0,0,3,295100
1879,3,1.5,6162,17,1,4,6.0,1,3,311200
2153,2,1.5,11578,39,1,3,1.9,0,4,322000
1832,3,2.0,7470,2,2,1,17.3,0,3,287600
1826,5,4.0,1500,31,2,4,0.7,1,4,357900
1344,4,3.5,6719,22,2,2,4.7,1,5,314200
1369,3,2.0,4284,2,2,3,15.1,0,2,218300
888,3,3.0,9136,24,2,1,7.7,0,3,169600
2937,3,2.5,4238,12,1,3,2.8,1,3,381700
991,5,3.5,12704,58,1,5,4.4,0,2,241600
1350,4,2.0,8636,3,1,2,9.8,0,4,272400
1333,4,3.0,8290,21,2,3,29.0,0,4,227100
2382,3,2.0,11624,10,2,3,17.9,0,3,373800
1608,4,3.5,12856,63,2,5,3.4,0,3,303600
2611,3,2.5,8920,8,1,4,40.0,0,2,317900
1362,4,2.5,5915,66,2,2,0.5,1,3,239300
1981,3,2.5,1904,46,2,1,0.5,0,4,271800
1257,3,2.5,6256,6,2,3,13.9,0,3,248600
3194,4,4.0,6531,33,2,3,1.8,0,3,445400
1028,5,4.0,9428,109,2,4,0.5,1,4,271500
2001,2,2.0,7619,6,2,1,2.2,0,3,273300
2212,4,3.0,11752,11,2,2,4.4,0,3,325900
2069,3,2.5,6548,15,1,4,10.5,1,3,318700
1680,3,3.0,8772,7,2,2,7.8,0,3,252600
1716,1,1.0,13736,0,1,4,2.2,0,4,327600
1828,3,2.0,10367,5,0,1,5.6,1,4,242100
1704,3,2.0,8760,7,3,2,20.9,1,1,277900
2427,2,1.5,6592,12,3,5,13.5,0,5,384900
3237,3,3.0,6467,4,0,3,3.1,1,3,424300
1438,5,3.5,5598,41,2,4,32.3,0,4,272700
910,2,1.0,6836,24,1,2,9.9,0,4,198100
1743,4,3.0,12023,2,2,3,0.5,1,3,345800
3477,3,2.5,8112,21,2,4,0.5,1,4,505600
1278,4,3.5,3601,21,3,3,1.5,0,2,265900
2865,3,2.5,16073,63,2,4,10.4,0,2,374400
2891,2,1.5,10280,0,2,3,1.6,0,4,400800
1440,2,1.0,3372,6,2,3,5.7,0,4,233100
2170,2,2.0,7233,53,1,3,0.8,0,4,344500
2858,2,1.0,9444,54,3,3,20.3,0,3,357400
1554,4,4.0,15818,26,2,2,3.4,0,3,294800
1668,5,4.0,4568,29,2,3,19.1,0,3,282800
1422,4,2.5,12904,2,1,3,23.2,0,5,251600
1140,4,2.5,14598,14,1,3,0.5,0,3,237700
1378,2,1.5,6485,5,0,4,5.0,0,4,283800
1004,3,2.0,7890,4,2,3,0.5,0,3,210900
1822,3,3.0,4855,33,2,5,19.1,1,3,322800
1300,3,2.5,8186,3,1,2,5.8,0,3,212800
1952,3,2.0,8854,13,2,3,0.6,0,5,325500
789,3,3.0,11639,56,2,4,0.9,0,3,222900
2015,3,2.5,13361,4,1,3,3.9,0,5,328000
2342,3,2.5,6008,76,2,3,22.5,0,1,278200
504,4,2.5,1500,103,2,1,9.4,0,3,120600
2043,4,3.0,8915,16,3,3,16.2,0,4,312100
2598,3,2.5,10174,4,2,2,3.7,0,4,355900
1014,5,3.0,9998,8,1,5,0.5,0,5,274500
2887,6,5.0,7693,11,2,3,29.3,0,1,378300
2072,3,3.0,9499,7,1,4,0.5,1,1,357500
1342,3,2.0,15062,7,1,4,23.6,0,3,280500
1764,3,1.5,10527,72,2,3,3.7,0,1,252300
2163,5,4.0,7507,3,2,3,0.5,0,5,412300
1849,5,4.0,6999,26,2,4,9.3,0,3,307000
2150,2,1.5,8321,0,0,4,31.5,1,3,329900
1202,3,2.5,15547,18,2,2,27.0,0,2,183800
1910,4,3.5,8267,50,2,3,1.4,1,3,309900
881,3,3.0,8921,7,2,3,1.6,0,3,205000
1728,2,2.0,7071,4,2,1,6.7,1,1,237200
1212,5,3.0,13396,21,2,3,8.1,0,3,265200
1322,4,3.5,16839,25,3,4,10.8,0,3,301300
2603,4,4.0,10802,23,1,3,1.6,0,5,386600
2509,5,5.0,9331,8,2,4,25.6,0,3,365900
2196,4,2.5,9147,6,0,3,8.1,0,3,310300
1090,3,2.5,1500,62,0,3,15.0,0,5,200900
1594,4,2.0,11981,51,1,2,6.2,0,4,257200
2589,2,2.0,9537,12,1,4,4.3,1,5,391700
1892,4,2.5,10713,37,1,4,30.2,0,5,312600
3308,2,2.5,6154,12,1,4,7.0,0,3,481500
2056,4,2.5,7462,11,0,1,16.1,1,4,275000
1925,3,1.5,7356,3,3,2,24.5,1,2,262600
1599,2,1.5,13086,11,0,1,9.0,0,3,233400
1887,2,1.0,7485,15,2,3,6.4,0,4,285400
1701,1,1.0,17331,0,1,4,0.5,0,3,319200
2260,4,2.0,10723,12,3,2,0.5,0,4,334300
2422,4,3.0,3897,30,2,4,1.8,0,4,413600
1289,3,1.0,8486,23,2,3,1.6,0,3,245700
935,2,1.5,6393,20,2,4,2.4,0,4,216300
606,2,2.5,1500,48,0,5,2.9,0,3,175400
2130,1,1.0,15398,0,3,1,3.6,1,3,300600
1083,2,1.0,11813,16,2,5,4.4,0,4,289700
500,5,3.5,11133,31,2,2,0.8,0,3,151700
2053,3,2.5,9662,16,2,3,0.5,0,4,323400
3420,3,2.5,3472,8,1,4,9.0,0,3,440100
1796,2,1.0,7066,3,2,5,6.2,0,3,317400
2345,3,2.5,12367,44,1,3,4.7,0,4,347100
1853,3,1.0,4795,13,2,3,8.1,1,3,266700
1736,4,2.5,1500,42,0,4,14.1,0,3,264300
2397,3,2.0,8092,18,3,4,4.5,0,2,360700
1611,2,2.0,8433,22,1,2,8.2,0,4,238100
1974,3,2.5,9542,33,1,4,24.6,0,1,292700
2009,3,1.5,11914,22,2,3,14.6,0,4,327300
1366,3,2.0,11550,10,2,3,4.4,0,3,257300
2445,6,4.5,10035,14,2,3,8.3,0,3,385200
1686,4,3.0,13782,32,1,3,1.6,0,5,275100
1309,4,2.5,2924,9,0,5,6.6,0,2,251500
2149,3,2.0,11018,10,2,3,31.8,0,3,317400
1216,3,2.5,11506,2,3,5,5.8,0,4,291700
1818,3,2.0,4042,49,2,2,21.0,0,4,238100
1794,4,3.0,2989,2,2,4,4.2,0,3,356900
2506,4,4.0,6016,21,3,4,40.0,0,3,383900
2109,2,1.0,6354,11,2,4,6.9,1,4,353500
1784,3,1.5,12014,10,2,3,0.5,0,4,330500
2332,3,2.5,6542,23,2,3,7.1,0,4,306500
2704,5,3.5,5575,1,2,4,2.6,0,3,402700
2163,4,3.0,6553,18,2,4,0.5,0,5,365700
1807,3,2.0,13475,30,2,2,13.8,0,3,265400
947,2,1.5,9052,35,1,4,2.6,0,1,188700
1108,4,4.0,8283,4,1,3,12.7,0,3,185700
1602,2,2.0,8560,46,0,2,2.7,0,2,234600
1404,3,2.5,14168,21,2,4,1.7,0,2,288800
1678,2,1.0,6003,43,1,3,29.2,0,3,254300
1837,4,2.5,14262,13,1,4,3.6,0,2,305200
2144,3,1.0,9842,16,2,2,7.4,0,4,293500
1754,3,2.0,8358,50,2,1,7.5,1,2,196900
2116,5,4.0,19004,46,2,3,6.6,1,3,360900
1842,3,2.5,4777,12,2,2,19.7,0,2,265000
516,3,2.0,7585,6,2,4,9.0,0,2,164900
1189,3,2.0,4070,10,3,2,4.1,0,3,255000
1706,1,1.0,12810,10,2,3,15.9,1,3,272000
1014,4,3.0,15757,7,2,1,1.6,0,5,232500
2190,2,2.0,15680,6,1,2,6.3,1,4,312200
2795,3,1.5,13896,39,3,4,24.1,0,4,403100
2592,4,3.0,8210,1,1,2,7.9,0,2,311000
1661,4,3.5,7539,23,1,3,13.6,1,3,297300
2769,4,3.0,2315,4,2,5,8.5,0,2,423400
1897,3,2.5,17143,8,0,4,14.6,0,4,351200
1581,1,2.0,10876,1,3,4,23.1,0,2,246200
1401,4,3.0,7032,6,2,2,2.5,0,3,253100
1603,3,2.5,14312,29,2,2,1.5,0,3,279900
1548,4,2.5,5109,43,2,4,5.3,0,3,289500
1911,4,3.0,10626,5,2,4,9.7,0,5,335300
1904,4,3.0,8309,12,0,3,2.1,0,4,271700
1802,3,2.5,11555,13,2,4,0.5,0,4,340200
2084,3,1.5,8746,41,2,3,3.4,1,3,322400
2574,4,3.0,3196,29,2,1,27.8,0,4,298700
2417,3,3.0,9302,14,2,4,9.5,0,3,384900
835,2,1.5,13195,22,1,4,4.1,0,5,230300
500,5,4.0,8883,38,1,3,1.7,0,3,160100
2407,5,3.5,12100,0,1,4,3.5,1,3,371500
912,3,2.5,4818,10,2,3,1.5,0,4,198700
1654,2,1.5,8895,48,2,2,0.9,0,3,295300
1039,3,2.0,6502,27,2,4,19.0,0,4,236500
629,4,3.0,11988,16,2,4,40.0,0,5,194800
2152,5,3.5,9126,15,2,3,1.4,1,3,357800
2293,3,2.0,11760,9,2,2,0.5,1,3,341900
1425,2,1.5,13351,15,1,2,3.2,0,3,257500
500,5,4.0,11766,21,1,4,5.0,1,4,218600
1445,3,1.5,10092,11,3,3,1.8,0,3,279300
2055,3,3.0,5007,25,2,4,2.9,0,1,309800
839,6,5.0,8989,39,3,5,1.8,0,3,308300
1919,2,1.0,6868,3,1,4,11.9,0,1,294000
1790,4,2.0,7624,12,2,3,10.0,0,4,320600
2177,2,1.5,7502,10,1,4,8.1,1,3,330600
1878,3,2.0,5080,23,1,3,3.9,0,3,306100
1168,4,3.0,1500,6,2,2,19.2,0,4,201500
2578,3,2.0,6327,20,1,1,27.9,0,1,275700
1697,6,3.5,9774,42,1,3,1.5,0,2,320700
1782,4,3.0,3607,11,1,5,2.0,0,3,308800
1193,3,2.0,9063,48,0,2,6.0,0,3,202800
1512,3,2.5,16601,100,2,2,0.8,0,3,270100
1225,3,2.0,13092,2,2,5,4.6,0,5,314400
1688,3,3.0,15574,5,0,1,7.0,0,4,255300
2913,2,1.0,10565,60,1,4,5.9,1,4,453900
908,3,3.0,13670,64,1,3,3.2,0,5,206800
751,3,2.0,6104,2,2,1,6.3,0,3,181700
2756,4,3.5,6423,0,0,5,25.5,0,3,420700
1664,4,3.0,1500,4,2,2,1.8,0,3,301100
1365,4,3.5,13745,110,0,3,8.5,1,4,244100
2476,1,1.0,15161,4,1,2,0.5,0,4,332600
1406,3,1.5,6787,14,2,1,0.5,0,3,245200
2987,4,3.5,7984,38,2,1,6.4,1,3,353000
2241,3,2.0,5985,0,0,2,0.9,0,3,282200
1483,1,1.0,10531,19,2,1,0.5,0,3,210200
3202,4,3.5,13500,6,2,4,1.5,0,4,485700
1406,4,2.5,2029,40,2,3,6.7,0,3,272000
2282,3,2.5,10638,7,2,3,9.7,0,5,356600
1995,2,1.0,7893,23,2,3,1.8,0,3,289800
2646,4,3.0,9454,22,3,5,8.8,1,4,446400
2815,4,3.0,10836,5,1,5,1.6,0,5,467800
1821,4,2.0,8247,1,2,4,7.6,0,5,344200
1310,4,2.5,8586,11,2,4,4.2,0,2,261300
2099,4,3.5,8144,7,0,3,8.5,0,3,285800
1359,3,2.5,12881,33,0,3,40.0,0,3,187500
3109,2,1.5,10675,32,1,3,22.2,0,3,408300
1889,4,3.0,9882,12,2,3,0.5,0,3,323300
1563,4,3.0,3916,19,2,3,17.3,0,5,268100
1920,4,3.5,7486,19,2,3,0.6,0,2,330600
924,2,1.5,12595,35,0,5,24.5,0,3,185600
1168,2,1.5,9151,11,2,4,2.6,0,2,234900
2580,5,4.5,11638,6,3,3,3.9,0,4,417400
1373,4,2.5,16066,6,2,4,0.8,0,5,309000
1120,5,4.5,13154,15,2,2,1.0,0,3,248600
2149,4,2.0,9373,12,2,2,10.4,0,2,295500
2571,4,4.0,6956,12,2,3,23.1,1,4,354200
2267,4,3.0,1500,2,2,3,7.5,0,4,348400
2447,5,3.5,8326,25,2,1,10.1,0,3,302800
1308,4,2.0,7696,5,2,4,11.5,0,4,274200
876,4,3.0,10561,4,2,3,2.4,0,5,268300
2776,2,1.0,8384,11,1,3,0.5,0,3,370300
1590,3,2.0,7718,5,1,1,0.5,0,3,217200
1637,4,3.0,1882,18,0,2,3.5,0,3,245000
2663,3,2.5,5240,9,2,4,2.2,0,3,379700
2162,3,2.5,10907,12,2,3,0.5,0,3,350900
2096,3,2.5,15864,15,1,5,1.6,0,3,368500
3207,3,1.5,8610,5,1,5,1.1,0,2,483600
1382,3,2.0,10311,3,3,3,19.7,0,3,268800
2403,3,3.0,12810,42,2,2,1.2,1,2,344500
1837,5,3.5,5756,11,2,4,6.2,0,3,339500
1975,3,3.0,10467,11,2,5,7.2,0,3,345900
2794,2,1.5,6038,1,2,3,6.3,0,3,378900
2130,2,1.5,12459,14,2,4,0.8,0,3,340000
2150,4,3.5,9606,16,3,4,3.1,0,3,380200
2497,3,3.0,10194,16,1,3,0.5,0,4,401900
1563,4,3.0,5870,25,2,3,4.0,0,3,288300
1255,4,3.0,11828,4,1,4,1.7,0,5,311800
1121,4,3.0,17339,6,2,4,6.6,0,3,289900
522,3,2.5,4968,33,2,1,9.4,0,3,131800
3137,4,3.5,7641,59,2,3,6.1,0,2,393200
1083,3,2.5,9926,3,1,2,4.6,1,4,262600
1656,5,4.0,12146,14,2,2,3.9,0,4,331200
1620,4,4.0,6762,5,1,5,14.7,0,5,324600
2000,3,2.5,1500,1,1,1,2.0,0,5,280200
2330,3,2.5,14437,8,0,2,10.6,0,3,333900
2359,2,1.0,12042,3,2,3,11.3,0,3,347800
1421,4,1.5,2028,25,2,3,4.3,0,3,240600
1691,3,2.5,6570,15,2,3,2.8,0,3,261500
1984,4,3.0,15273,3,2,2,5.1,1,2,327000
1638,3,2.0,14791,0,2,2,0.8,0,4,299800
2845,4,3.0,12755,33,2,2,0.5,0,5,423800
2119,4,3.0,8296,4,2,3,0.9,0,3,347700
2278,4,3.5,9332,19,2,2,1.7,0,3,332600
2231,4,3.0,8476,8,2,5,5.6,0,2,390100
2563,2,1.0,13513,18,2,3,15.1,0,4,360300
1918,2,2.0,5497,8,2,1,2.1,0,3,254900
